152,316,208,116,292,540,384,172 5,3,5,1,4,7,0,2 235.60030400005417,231.5654344999275,229.5467785000892,238.112905499951,234.38875399951576,236.18405149983846,243.5479475000193,235.36854100002347 237.2617094999896,255.6634679997387,235.40733350000664,213.17071849989588,240.45341349983573,273.2592120000845,270.03027850014405,227.04501849989356
160,256,128,136,80,80,80,76 4,0,0,3,0,3,2,3 100.44026699951792,102.5947569996788,102.26567349991456,99.3161699999946,102.2907380001925,99.28362049974749,101.64086000026873,99.3283664999326 92.28521400018508,113.47903850037255,103.46054250067027,106.61959100025342,99.7365610005545,92.32713600067655,76.05892350011345,79.49747649990968
132,288,128,120,112,32,28,28 0,4,3,7,1,2,0,4 114.40639050033496,120.47436499996911,118.15601100003914,112.4322349997492,115.19789849964945,113.39554349974424,115.38972549988102,111.38330849998601 85.6459960000393,116.63884600011443,104.95791249968534,103.54660200027865,90.00806499989267,84.90332649989796,84.97768899997027,72.21826749992033
180,180,184,180,180,180,176,200 0,2,3,2,3,0,2,3 135.89774300044155,141.40068699993935,132.29676799998924,133.98750599976483,135.62981550028053,142.04802449967247,138.11074949985414,132.95927599999413 152.22440749948873,169.78448899953946,167.91884750000463,166.13689150017308,155.54357399969376,167.3544330005825,161.54827350010237,168.68692100024418
320,304,300,376,296,300,508,296 3,5,5,3,4,5,0,4 252.12286750017665,247.58249399939814,248.9137510002547,254.94929900030183,253.01249999974607,248.52027049984827,257.5397090004117,258.7931639999588 275.4086915001608,271.24716099979196,286.9889279995732,283.7091045003035,272.36740050011576,278.72514199998477,316.12115750021985,283.5178439995616
272,268,356,268,332,268,264,264 1,0,0,0,0,0,1,0 208.18943200013018,205.36414950038306,210.416169999462,206.42552999970576,213.38428500030204,205.3475689995139,208.55342949991973,205.35954999968453 241.0360590001801,231.4476864999051,251.54768850052278,247.86419250040126,251.82694599971,243.68737700024212,244.0153175002706,231.1145485000452
176,172,224,172,172,184,172,168 0,0,0,0,0,0,0,0 132.90854300021238,135.9089984998718,136.6664900001524,134.31200549985078,131.1766164999426,130.03098150011283,132.90362200041272,130.08452599979137 164.2983414999435,161.6575295001894,178.74497849970794,162.48298250002335,150.2596905002065,154.90153049950095,155.93087349998314,167.45286600007603
324,256,272,168,164,164,164,160 3,5,6,9,4,5,11,0 170.10223100002986,170.09132450004472,172.11380400053167,164.39345050049815,173.367481499914,166.56037100039612,160.501671000442,170.74026099999173 197.51609549985005,198.17652799974894,205.0860049998846,179.34801999990668,192.35211449995404,176.88175200009937,173.19344099951195,177.34796349986937
256,288,280,288,256,252,252,360 2,4,5,1,5,0,3,1 208.92790249986137,206.79146300007778,206.84506749978027,208.72862650023671,207.9229884999404,211.83137450043432,212.00699299940607,211.56659449954896 236.752876999617,248.04263650003122,241.61098299964578,233.120278500337,240.97797650028951,244.6193289997609,230.14495249981337,227.0615930005988
128,64,32,32,32,24,24,20 3,3,8,2,4,10,8,0 33.983618999784085,36.10003750024771,30.820320000013453,34.526429999867105,32.40400199992655,26.55419150027228,28.813729000186868,36.504317999970226 30.52583950011467,30.370498999673146,28.01051650021691,27.131349499541102,22.20136550022289,22.223599999961152,19.96679750027397,19.4092440001441
396,324,232,212,324,212,324,208 0,1,6,2,7,1,0,3 209.32886250011506,213.32872049990692,211.46421250009007,207.91395550026937,202.28787900038515,208.34067999951367,214.46557550007128,214.2705694997603 272.04120299984424,252.65258800027368,230.5414729999029,223.29366299982212,274.8518969997349,238.13457899996138,261.72666699994807,231.6888294999444
164,176,168,160,160,160,164,160 0,1,7,7,13,4,7,13 130.8890949999295,125.37109550041714,123.08585699981268,121.75033000045732,115.85329050004657,126.56965099985973,123.05473749990415,117.44620799973927 148.5191105002741,154.58856750046834,152.28941099985605,149.895773499793,153.8513114996931,150.60668449996228,152.06376199967053,140.19073100007517
164,160,156,288,156,196,152,152 1,2,2,1,0,0,2,2 139.53613000032783,138.5501170002026,142.11897399986628,143.0634364998914,138.8772084997072,139.48065249996944,139.57164649986953,141.4801595000863 146.12978900004236,162.7633479997712,154.74403400003212,171.39995749948866,148.63928000022497,166.79102049965877,147.09488849985064,158.159324999815
368,504,328,264,264,260,256,288 4,5,16,8,0,16,4,7 253.82414899958894,249.4018909998158,237.6956110002393,246.66120100054468,261.3078139997924,241.38367399981144,252.1051090001456,248.6468429997949 290.8026864997737,305.5063854999389,263.33870199960074,260.9727154999746,266.08416950011815,294.2037495004115,249.07002050031224,254.6469359999719
132,148,132,116,192,128,112,112 0,3,3,4,0,3,1,2 90.2428245003648,86.45744050015492,86.0820600002371,85.8869765001109,90.7318564995876,90.73906149994582,88.16490299998259,87.62084999984654 113.72965250029665,126.58995699985098,113.18436249985098,105.2950045000216,120.93891350014019,111.0020644996439,105.83228150062496,102.73710299998129
364,348,228,372,296,220,220,328 1,0,1,0,0,1,1,0 227.69450999996843,227.11084000047776,227.79395249947265,225.91912849975415,231.23084100052438,226.29742049978086,228.84244749977734,230.17047849998562 255.36945349995221,274.6448190000592,250.84966000031272,271.2047290001465,250.14398550001715,242.5643970004785,228.47248450034385,256.9849299998168
180,172,160,184,156,460,256,156 1,1,1,0,1,0,0,1 185.95044849982878,185.8789595000635,185.7560429996047,188.1847404997643,190.1234355002307,193.2106939998448,190.69779199980985,183.61771200009025 213.48085699992225,194.47352199995294,185.29134899972632,205.51836399999956,190.0723825001478,237.47259650008345,232.4374665004143,199.37727300020924
